person_id,site_id,pref
FIP0000000265NHKUY,ILS0000000554QKNXB,89
GJQ0000000032OILVZ,ILS0000000554QKNXB,6
GJQ0000000058OILVZ,ILS0000000554QKNXB,57
HKR0000000085PJMWA,ILS0000000554QKNXB,32
HKR0000000111PJMWA,ILS0000000554QKNXB,25
HKR0000000137PJMWA,ILS0000000554QKNXB,98
JMT0000000113RLOYC,ILS0000000554QKNXB,24
KNU0000000166SMPZD,ILS0000000554QKNXB,24
KNU0000000218SMPZD,ILS0000000554QKNXB,81
MPW0000000012UORBF,ILS0000000554QKNXB,46
MPW0000000168UORBF,ILS0000000554QKNXB,10
NQX0000000091VPSCG,ILS0000000554QKNXB,68
NQX0000000299VPSCG,ILS0000000554QKNXB,25
PSZ0000000223XRUEI,ILS0000000554QKNXB,54
QTA0000000016YSVFJ,ILS0000000554QKNXB,86
QTA0000000198YSVFJ,ILS0000000554QKNXB,40
RUB0000000147ZTWGK,ILS0000000554QKNXB,75
TWD0000000149BVYIM,ILS0000000554QKNXB,91
TWD0000000253BVYIM,ILS0000000554QKNXB,29
UXE0000000072CWZJN,ILS0000000554QKNXB,32
UXE0000000280CWZJN,ILS0000000554QKNXB,71
VYF0000000073DXAKO,ILS0000000554QKNXB,77
WZG0000000178EYBLP,ILS0000000554QKNXB,10
WZG0000000334EYBLP,ILS0000000554QKNXB,80
XAH0000000049FZCMQ,ILS0000000554QKNXB,37
XAH0000000127FZCMQ,ILS0000000554QKNXB,60
XAH0000000335FZCMQ,ILS0000000554QKNXB,63
YBI0000000024GADNR,ILS0000000554QKNXB,30
YBI0000000336GADNR,ILS0000000554QKNXB,53
ZCJ0000000207HBEOS,ILS0000000554QKNXB,24
ADK0000000000ICFPT,ILS0000000580QKNXB,65
ADK0000000026ICFPT,ILS0000000580QKNXB,32
ADK0000000052ICFPT,ILS0000000580QKNXB,70
ADK0000000130ICFPT,ILS0000000580QKNXB,5
ADK0000000156ICFPT,ILS0000000580QKNXB,77
ADK0000000234ICFPT,ILS0000000580QKNXB,98
ADK0000000260ICFPT,ILS0000000580QKNXB,62
ADK0000000286ICFPT,ILS0000000580QKNXB,86
ADK0000000312ICFPT,ILS0000000580QKNXB,96
BEL0000000027JDGQU,ILS0000000580QKNXB,85
BEL0000000053JDGQU,ILS0000000580QKNXB,50
BEL0000000131JDGQU,ILS0000000580QKNXB,23
BEL0000000157JDGQU,ILS0000000580QKNXB,1
BEL0000000183JDGQU,ILS0000000580QKNXB,70
BEL0000000209JDGQU,ILS0000000580QKNXB,36
BEL0000000235JDGQU,ILS0000000580QKNXB,0
CFM0000000002KEHRV,ILS0000000580QKNXB,51
CFM0000000028KEHRV,ILS0000000580QKNXB,19
CFM0000000106KEHRV,ILS0000000580QKNXB,89
CFM0000000158KEHRV,ILS0000000580QKNXB,32
CFM0000000184KEHRV,ILS0000000580QKNXB,82
CFM0000000210KEHRV,ILS0000000580QKNXB,99
CFM0000000288KEHRV,ILS0000000580QKNXB,18
DGN0000000003LFISW,ILS0000000580QKNXB,81
DGN0000000029LFISW,ILS0000000580QKNXB,70
DGN0000000107LFISW,ILS0000000580QKNXB,88
DGN0000000133LFISW,ILS0000000580QKNXB,61
DGN0000000237LFISW,ILS0000000580QKNXB,20
DGN0000000263LFISW,ILS0000000580QKNXB,56
DGN0000000289LFISW,ILS0000000580QKNXB,80
DGN0000000315LFISW,ILS0000000580QKNXB,54
EHO0000000056MGJTX,ILS0000000580QKNXB,31
EHO0000000108MGJTX,ILS0000000580QKNXB,95
EHO0000000134MGJTX,ILS0000000580QKNXB,17
EHO0000000160MGJTX,ILS0000000580QKNXB,9
EHO0000000212MGJTX,ILS0000000580QKNXB,95
FIP0000000005NHKUY,ILS0000000580QKNXB,18
FIP0000000213NHKUY,ILS0000000580QKNXB,52
FIP0000000239NHKUY,ILS0000000580QKNXB,73
FIP0000000291NHKUY,ILS0000000580QKNXB,2
GJQ0000000110OILVZ,ILS0000000580QKNXB,100
GJQ0000000162OILVZ,ILS0000000580QKNXB,10
GJQ0000000188OILVZ,ILS0000000580QKNXB,58
GJQ0000000214OILVZ,ILS0000000580QKNXB,86
GJQ0000000318OILVZ,ILS0000000580QKNXB,81
HKR0000000033PJMWA,ILS0000000580QKNXB,65
HKR0000000163PJMWA,ILS0000000580QKNXB,3
HKR0000000189PJMWA,ILS0000000580QKNXB,66
HKR0000000241PJMWA,ILS0000000580QKNXB,80
HKR0000000293PJMWA,ILS0000000580QKNXB,83
ILS0000000008QKNXB,ILS0000000580QKNXB,82
ILS0000000060QKNXB,ILS0000000580QKNXB,83
ILS0000000164QKNXB,ILS0000000580QKNXB,75
ILS0000000320QKNXB,ILS0000000580QKNXB,42
JMT0000000009RLOYC,ILS0000000580QKNXB,78
JMT0000000035RLOYC,ILS0000000580QKNXB,54
JMT0000000139RLOYC,ILS0000000580QKNXB,54
JMT0000000217RLOYC,ILS0000000580QKNXB,80
JMT0000000243RLOYC,ILS0000000580QKNXB,25
JMT0000000269RLOYC,ILS0000000580QKNXB,94
JMT0000000295RLOYC,ILS0000000580QKNXB,69
JMT0000000321RLOYC,ILS0000000580QKNXB,38
KNU0000000036SMPZD,ILS0000000580QKNXB,28
KNU0000000088SMPZD,ILS0000000580QKNXB,1
KNU0000000114SMPZD,ILS0000000580QKNXB,27
KNU0000000140SMPZD,ILS0000000580QKNXB,54
KNU0000000192SMPZD,ILS0000000580QKNXB,91
KNU0000000244SMPZD,ILS0000000580QKNXB,21
KNU0000000270SMPZD,ILS0000000580QKNXB,90
LOV0000000037TNQAE,ILS0000000580QKNXB,76
LOV0000000063TNQAE,ILS0000000580QKNXB,8
LOV0000000089TNQAE,ILS0000000580QKNXB,86
LOV0000000141TNQAE,ILS0000000580QKNXB,6
LOV0000000167TNQAE,ILS0000000580QKNXB,9
LOV0000000297TNQAE,ILS0000000580QKNXB,17
LOV0000000323TNQAE,ILS0000000580QKNXB,13
MPW0000000012UORBF,ILS0000000580QKNXB,15
MPW0000000038UORBF,ILS0000000580QKNXB,78
MPW0000000142UORBF,ILS0000000580QKNXB,9
NQX0000000013VPSCG,ILS0000000580QKNXB,17
NQX0000000065VPSCG,ILS0000000580QKNXB,94
NQX0000000091VPSCG,ILS0000000580QKNXB,19
NQX0000000117VPSCG,ILS0000000580QKNXB,26
NQX0000000195VPSCG,ILS0000000580QKNXB,75
NQX0000000273VPSCG,ILS0000000580QKNXB,62
ORY0000000066WQTDH,ILS0000000580QKNXB,80
ORY0000000118WQTDH,ILS0000000580QKNXB,25
ORY0000000144WQTDH,ILS0000000580QKNXB,18
ORY0000000222WQTDH,ILS0000000580QKNXB,78
ORY0000000248WQTDH,ILS0000000580QKNXB,64
ORY0000000274WQTDH,ILS0000000580QKNXB,30
ORY0000000300WQTDH,ILS0000000580QKNXB,0
ORY0000000326WQTDH,ILS0000000580QKNXB,69
PSZ0000000015XRUEI,ILS0000000580QKNXB,35
PSZ0000000041XRUEI,ILS0000000580QKNXB,8
PSZ0000000093XRUEI,ILS0000000580QKNXB,44
PSZ0000000223XRUEI,ILS0000000580QKNXB,43
PSZ0000000249XRUEI,ILS0000000580QKNXB,27
PSZ0000000301XRUEI,ILS0000000580QKNXB,36
QTA0000000042YSVFJ,ILS0000000580QKNXB,61
QTA0000000068YSVFJ,ILS0000000580QKNXB,86
QTA0000000094YSVFJ,ILS0000000580QKNXB,66
QTA0000000120YSVFJ,ILS0000000580QKNXB,44
QTA0000000172YSVFJ,ILS0000000580QKNXB,46
QTA0000000302YSVFJ,ILS0000000580QKNXB,37
RUB0000000043ZTWGK,ILS0000000580QKNXB,58
RUB0000000069ZTWGK,ILS0000000580QKNXB,34
RUB0000000095ZTWGK,ILS0000000580QKNXB,26
RUB0000000121ZTWGK,ILS0000000580QKNXB,36
RUB0000000173ZTWGK,ILS0000000580QKNXB,81
RUB0000000225ZTWGK,ILS0000000580QKNXB,92
SVC0000000018AUXHL,ILS0000000580QKNXB,56
SVC0000000044AUXHL,ILS0000000580QKNXB,16
SVC0000000148AUXHL,ILS0000000580QKNXB,83
SVC0000000278AUXHL,ILS0000000580QKNXB,80
SVC0000000304AUXHL,ILS0000000580QKNXB,48
SVC0000000330AUXHL,ILS0000000580QKNXB,65
TWD0000000045BVYIM,ILS0000000580QKNXB,83
TWD0000000123BVYIM,ILS0000000580QKNXB,30
TWD0000000149BVYIM,ILS0000000580QKNXB,49
TWD0000000175BVYIM,ILS0000000580QKNXB,90
TWD0000000201BVYIM,ILS0000000580QKNXB,97
TWD0000000253BVYIM,ILS0000000580QKNXB,59
UXE0000000046CWZJN,ILS0000000580QKNXB,72
UXE0000000072CWZJN,ILS0000000580QKNXB,68
UXE0000000254CWZJN,ILS0000000580QKNXB,76
UXE0000000306CWZJN,ILS0000000580QKNXB,38
UXE0000000332CWZJN,ILS0000000580QKNXB,94
VYF0000000021DXAKO,ILS0000000580QKNXB,59
VYF0000000099DXAKO,ILS0000000580QKNXB,5
VYF0000000177DXAKO,ILS0000000580QKNXB,47
VYF0000000281DXAKO,ILS0000000580QKNXB,8
VYF0000000307DXAKO,ILS0000000580QKNXB,90
VYF0000000333DXAKO,ILS0000000580QKNXB,22
WZG0000000048EYBLP,ILS0000000580QKNXB,45
WZG0000000074EYBLP,ILS0000000580QKNXB,59
WZG0000000308EYBLP,ILS0000000580QKNXB,1
WZG0000000334EYBLP,ILS0000000580QKNXB,12
XAH0000000075FZCMQ,ILS0000000580QKNXB,15
XAH0000000153FZCMQ,ILS0000000580QKNXB,81
XAH0000000205FZCMQ,ILS0000000580QKNXB,57
XAH0000000257FZCMQ,ILS0000000580QKNXB,37
XAH0000000283FZCMQ,ILS0000000580QKNXB,69
YBI0000000050GADNR,ILS0000000580QKNXB,0
YBI0000000154GADNR,ILS0000000580QKNXB,54
YBI0000000180GADNR,ILS0000000580QKNXB,59
YBI0000000232GADNR,ILS0000000580QKNXB,88
YBI0000000258GADNR,ILS0000000580QKNXB,14
ZCJ0000000051HBEOS,ILS0000000580QKNXB,70
ZCJ0000000181HBEOS,ILS0000000580QKNXB,86
ZCJ0000000233HBEOS,ILS0000000580QKNXB,85
ADK0000000000ICFPT,ILS0000000606QKNXB,81
ADK0000000026ICFPT,ILS0000000606QKNXB,51
ADK0000000052ICFPT,ILS0000000606QKNXB,19
ADK0000000130ICFPT,ILS0000000606QKNXB,46
ADK0000000156ICFPT,ILS0000000606QKNXB,28
ADK0000000234ICFPT,ILS0000000606QKNXB,26
ADK0000000260ICFPT,ILS0000000606QKNXB,42
ADK0000000286ICFPT,ILS0000000606QKNXB,41
ADK0000000312ICFPT,ILS0000000606QKNXB,13
BEL0000000027JDGQU,ILS0000000606QKNXB,47
BEL0000000053JDGQU,ILS0000000606QKNXB,94
BEL0000000131JDGQU,ILS0000000606QKNXB,21
BEL0000000157JDGQU,ILS0000000606QKNXB,44
BEL0000000183JDGQU,ILS0000000606QKNXB,5
BEL0000000209JDGQU,ILS0000000606QKNXB,98
BEL0000000235JDGQU,ILS0000000606QKNXB,43
CFM0000000002KEHRV,ILS0000000606QKNXB,11
CFM0000000028KEHRV,ILS0000000606QKNXB,30
CFM0000000106KEHRV,ILS0000000606QKNXB,28
CFM0000000158KEHRV,ILS0000000606QKNXB,69
CFM0000000184KEHRV,ILS0000000606QKNXB,50
CFM0000000210KEHRV,ILS0000000606QKNXB,33
CFM0000000288KEHRV,ILS0000000606QKNXB,95
DGN0000000003LFISW,ILS0000000606QKNXB,92
DGN0000000029LFISW,ILS0000000606QKNXB,20
DGN0000000107LFISW,ILS0000000606QKNXB,6
DGN0000000133LFISW,ILS0000000606QKNXB,28
DGN0000000237LFISW,ILS0000000606QKNXB,59
DGN0000000263LFISW,ILS0000000606QKNXB,18
DGN0000000289LFISW,ILS0000000606QKNXB,40
DGN0000000315LFISW,ILS0000000606QKNXB,50
EHO0000000056MGJTX,ILS0000000606QKNXB,55
EHO0000000108MGJTX,ILS0000000606QKNXB,79
EHO0000000134MGJTX,ILS0000000606QKNXB,52
EHO0000000160MGJTX,ILS0000000606QKNXB,26
EHO0000000212MGJTX,ILS0000000606QKNXB,69
FIP0000000005NHKUY,ILS0000000606QKNXB,31
FIP0000000213NHKUY,ILS0000000606QKNXB,54
FIP0000000239NHKUY,ILS0000000606QKNXB,76
FIP0000000291NHKUY,ILS0000000606QKNXB,46
GJQ0000000110OILVZ,ILS0000000606QKNXB,85
GJQ0000000162OILVZ,ILS0000000606QKNXB,69
GJQ0000000188OILVZ,ILS0000000606QKNXB,23
GJQ0000000214OILVZ,ILS0000000606QKNXB,15
GJQ0000000318OILVZ,ILS0000000606QKNXB,87
HKR0000000033PJMWA,ILS0000000606QKNXB,83
HKR0000000163PJMWA,ILS0000000606QKNXB,44
HKR0000000189PJMWA,ILS0000000606QKNXB,59
HKR0000000241PJMWA,ILS0000000606QKNXB,83
HKR0000000293PJMWA,ILS0000000606QKNXB,41
ILS0000000008QKNXB,ILS0000000606QKNXB,57
ILS0000000060QKNXB,ILS0000000606QKNXB,7
ILS0000000164QKNXB,ILS0000000606QKNXB,59
ILS0000000320QKNXB,ILS0000000606QKNXB,74
JMT0000000009RLOYC,ILS0000000606QKNXB,78
JMT0000000035RLOYC,ILS0000000606QKNXB,89
JMT0000000139RLOYC,ILS0000000606QKNXB,56
JMT0000000217RLOYC,ILS0000000606QKNXB,89
JMT0000000243RLOYC,ILS0000000606QKNXB,95
JMT0000000269RLOYC,ILS0000000606QKNXB,11
JMT0000000295RLOYC,ILS0000000606QKNXB,70
JMT0000000321RLOYC,ILS0000000606QKNXB,52
KNU0000000036SMPZD,ILS0000000606QKNXB,64
KNU0000000088SMPZD,ILS0000000606QKNXB,66
KNU0000000114SMPZD,ILS0000000606QKNXB,79
KNU0000000140SMPZD,ILS0000000606QKNXB,54
KNU0000000192SMPZD,ILS0000000606QKNXB,64
KNU0000000244SMPZD,ILS0000000606QKNXB,49
KNU0000000270SMPZD,ILS0000000606QKNXB,30
LOV0000000037TNQAE,ILS0000000606QKNXB,76
LOV0000000063TNQAE,ILS0000000606QKNXB,24
LOV0000000089TNQAE,ILS0000000606QKNXB,13
LOV0000000141TNQAE,ILS0000000606QKNXB,44
LOV0000000167TNQAE,ILS0000000606QKNXB,21
LOV0000000297TNQAE,ILS0000000606QKNXB,1
LOV0000000323TNQAE,ILS0000000606QKNXB,23
MPW0000000012UORBF,ILS0000000606QKNXB,7
MPW0000000038UORBF,ILS0000000606QKNXB,28
MPW0000000142UORBF,ILS0000000606QKNXB,19
NQX0000000013VPSCG,ILS0000000606QKNXB,37
NQX0000000065VPSCG,ILS0000000606QKNXB,47
NQX0000000091VPSCG,ILS0000000606QKNXB,30
NQX0000000117VPSCG,ILS0000000606QKNXB,87
NQX0000000195VPSCG,ILS0000000606QKNXB,64
NQX0000000273VPSCG,ILS0000000606QKNXB,61
ORY0000000066WQTDH,ILS0000000606QKNXB,81
ORY0000000118WQTDH,ILS0000000606QKNXB,55
ORY0000000144WQTDH,ILS0000000606QKNXB,86
ORY0000000222WQTDH,ILS0000000606QKNXB,46
ORY0000000248WQTDH,ILS0000000606QKNXB,50
ORY0000000274WQTDH,ILS0000000606QKNXB,27
ORY0000000300WQTDH,ILS0000000606QKNXB,30
ORY0000000326WQTDH,ILS0000000606QKNXB,52
PSZ0000000015XRUEI,ILS0000000606QKNXB,54
PSZ0000000041XRUEI,ILS0000000606QKNXB,60
PSZ0000000093XRUEI,ILS0000000606QKNXB,23
PSZ0000000223XRUEI,ILS0000000606QKNXB,81
PSZ0000000249XRUEI,ILS0000000606QKNXB,9
PSZ0000000301XRUEI,ILS0000000606QKNXB,46
QTA0000000042YSVFJ,ILS0000000606QKNXB,44
QTA0000000068YSVFJ,ILS0000000606QKNXB,33
QTA0000000094YSVFJ,ILS0000000606QKNXB,68
QTA0000000120YSVFJ,ILS0000000606QKNXB,37
QTA0000000172YSVFJ,ILS0000000606QKNXB,15
QTA0000000302YSVFJ,ILS0000000606QKNXB,15
RUB0000000043ZTWGK,ILS0000000606QKNXB,39
RUB0000000069ZTWGK,ILS0000000606QKNXB,23
RUB0000000095ZTWGK,ILS0000000606QKNXB,20
RUB0000000121ZTWGK,ILS0000000606QKNXB,68
RUB0000000173ZTWGK,ILS0000000606QKNXB,11
RUB0000000225ZTWGK,ILS0000000606QKNXB,56
SVC0000000018AUXHL,ILS0000000606QKNXB,100
SVC0000000044AUXHL,ILS0000000606QKNXB,98
SVC0000000148AUXHL,ILS0000000606QKNXB,0
SVC0000000278AUXHL,ILS0000000606QKNXB,99
SVC0000000304AUXHL,ILS0000000606QKNXB,36
SVC0000000330AUXHL,ILS0000000606QKNXB,86
TWD0000000045BVYIM,ILS0000000606QKNXB,43
TWD0000000123BVYIM,ILS0000000606QKNXB,63
TWD0000000149BVYIM,ILS0000000606QKNXB,4
TWD0000000175BVYIM,ILS0000000606QKNXB,81
TWD0000000201BVYIM,ILS0000000606QKNXB,57
TWD0000000253BVYIM,ILS0000000606QKNXB,56
UXE0000000046CWZJN,ILS0000000606QKNXB,85
UXE0000000072CWZJN,ILS0000000606QKNXB,58
UXE0000000254CWZJN,ILS0000000606QKNXB,84
UXE0000000306CWZJN,ILS0000000606QKNXB,41
UXE0000000332CWZJN,ILS0000000606QKNXB,30
VYF0000000021DXAKO,ILS0000000606QKNXB,34
VYF0000000099DXAKO,ILS0000000606QKNXB,75
VYF0000000177DXAKO,ILS0000000606QKNXB,88
VYF0000000281DXAKO,ILS0000000606QKNXB,23
VYF0000000307DXAKO,ILS0000000606QKNXB,96
VYF0000000333DXAKO,ILS0000000606QKNXB,25
WZG0000000048EYBLP,ILS0000000606QKNXB,45
WZG0000000074EYBLP,ILS0000000606QKNXB,83
WZG0000000308EYBLP,ILS0000000606QKNXB,7
WZG0000000334EYBLP,ILS0000000606QKNXB,1
XAH0000000075FZCMQ,ILS0000000606QKNXB,99
XAH0000000153FZCMQ,ILS0000000606QKNXB,37
XAH0000000205FZCMQ,ILS0000000606QKNXB,26
XAH0000000257FZCMQ,ILS0000000606QKNXB,33
XAH0000000283FZCMQ,ILS0000000606QKNXB,17
YBI0000000050GADNR,ILS0000000606QKNXB,76
YBI0000000154GADNR,ILS0000000606QKNXB,6
YBI0000000180GADNR,ILS0000000606QKNXB,15
YBI0000000232GADNR,ILS0000000606QKNXB,48
YBI0000000258GADNR,ILS0000000606QKNXB,45
ZCJ0000000051HBEOS,ILS0000000606QKNXB,27
ZCJ0000000181HBEOS,ILS0000000606QKNXB,15
ZCJ0000000233HBEOS,ILS0000000606QKNXB,36
ADK0000000000ICFPT,ILS0000000632QKNXB,60
ADK0000000026ICFPT,ILS0000000632QKNXB,89
ADK0000000052ICFPT,ILS0000000632QKNXB,63
ADK0000000130ICFPT,ILS0000000632QKNXB,42
ADK0000000156ICFPT,ILS0000000632QKNXB,54
ADK0000000234ICFPT,ILS0000000632QKNXB,52
ADK0000000260ICFPT,ILS0000000632QKNXB,31
ADK0000000286ICFPT,ILS0000000632QKNXB,54
ADK0000000312ICFPT,ILS0000000632QKNXB,95
BEL0000000027JDGQU,ILS0000000632QKNXB,40
BEL0000000053JDGQU,ILS0000000632QKNXB,48
BEL0000000131JDGQU,ILS0000000632QKNXB,76
BEL0000000157JDGQU,ILS0000000632QKNXB,55
BEL0000000183JDGQU,ILS0000000632QKNXB,26
BEL0000000209JDGQU,ILS0000000632QKNXB,92
BEL0000000235JDGQU,ILS0000000632QKNXB,92
CFM0000000002KEHRV,ILS0000000632QKNXB,75
CFM0000000028KEHRV,ILS0000000632QKNXB,89
CFM0000000106KEHRV,ILS0000000632QKNXB,99
CFM0000000158KEHRV,ILS0000000632QKNXB,81
CFM0000000184KEHRV,ILS0000000632QKNXB,95
CFM0000000210KEHRV,ILS0000000632QKNXB,18
CFM0000000288KEHRV,ILS0000000632QKNXB,71
DGN0000000003LFISW,ILS0000000632QKNXB,56
DGN0000000029LFISW,ILS0000000632QKNXB,63
DGN0000000107LFISW,ILS0000000632QKNXB,36
DGN0000000133LFISW,ILS0000000632QKNXB,75
DGN0000000237LFISW,ILS0000000632QKNXB,5
DGN0000000263LFISW,ILS0000000632QKNXB,75
DGN0000000289LFISW,ILS0000000632QKNXB,69
DGN0000000315LFISW,ILS0000000632QKNXB,74
EHO0000000056MGJTX,ILS0000000632QKNXB,76
EHO0000000108MGJTX,ILS0000000632QKNXB,83
EHO0000000134MGJTX,ILS0000000632QKNXB,58
EHO0000000160MGJTX,ILS0000000632QKNXB,29
EHO0000000212MGJTX,ILS0000000632QKNXB,21
FIP0000000005NHKUY,ILS0000000632QKNXB,94
FIP0000000213NHKUY,ILS0000000632QKNXB,17
FIP0000000239NHKUY,ILS0000000632QKNXB,39
FIP0000000291NHKUY,ILS0000000632QKNXB,9
GJQ0000000110OILVZ,ILS0000000632QKNXB,34
GJQ0000000162OILVZ,ILS0000000632QKNXB,43
GJQ0000000188OILVZ,ILS0000000632QKNXB,82
GJQ0000000214OILVZ,ILS0000000632QKNXB,5
GJQ0000000318OILVZ,ILS0000000632QKNXB,19
HKR0000000033PJMWA,ILS0000000632QKNXB,4
HKR0000000163PJMWA,ILS0000000632QKNXB,22
HKR0000000189PJMWA,ILS0000000632QKNXB,5
HKR0000000241PJMWA,ILS0000000632QKNXB,11
HKR0000000293PJMWA,ILS0000000632QKNXB,30
ILS0000000008QKNXB,ILS0000000632QKNXB,53
ILS0000000060QKNXB,ILS0000000632QKNXB,3
ILS0000000164QKNXB,ILS0000000632QKNXB,59
ILS0000000320QKNXB,ILS0000000632QKNXB,86
JMT0000000009RLOYC,ILS0000000632QKNXB,38
JMT0000000035RLOYC,ILS0000000632QKNXB,24
JMT0000000139RLOYC,ILS0000000632QKNXB,58
JMT0000000217RLOYC,ILS0000000632QKNXB,46
JMT0000000243RLOYC,ILS0000000632QKNXB,28
JMT0000000269RLOYC,ILS0000000632QKNXB,30
JMT0000000295RLOYC,ILS0000000632QKNXB,64
JMT0000000321RLOYC,ILS0000000632QKNXB,73
KNU0000000036SMPZD,ILS0000000632QKNXB,32
KNU0000000088SMPZD,ILS0000000632QKNXB,60
KNU0000000114SMPZD,ILS0000000632QKNXB,80
KNU0000000140SMPZD,ILS0000000632QKNXB,57
KNU0000000192SMPZD,ILS0000000632QKNXB,5
KNU0000000244SMPZD,ILS0000000632QKNXB,52
KNU0000000270SMPZD,ILS0000000632QKNXB,62
LOV0000000037TNQAE,ILS0000000632QKNXB,90
LOV0000000063TNQAE,ILS0000000632QKNXB,83
LOV0000000089TNQAE,ILS0000000632QKNXB,41
LOV0000000141TNQAE,ILS0000000632QKNXB,32
LOV0000000167TNQAE,ILS0000000632QKNXB,87
LOV0000000297TNQAE,ILS0000000632QKNXB,29
LOV0000000323TNQAE,ILS0000000632QKNXB,74
MPW0000000012UORBF,ILS0000000632QKNXB,37
MPW0000000038UORBF,ILS0000000632QKNXB,17
MPW0000000142UORBF,ILS0000000632QKNXB,94
NQX0000000013VPSCG,ILS0000000632QKNXB,60
NQX0000000065VPSCG,ILS0000000632QKNXB,19
NQX0000000091VPSCG,ILS0000000632QKNXB,17
NQX0000000117VPSCG,ILS0000000632QKNXB,23
NQX0000000195VPSCG,ILS0000000632QKNXB,13
NQX0000000273VPSCG,ILS0000000632QKNXB,79
ORY0000000066WQTDH,ILS0000000632QKNXB,65
ORY0000000118WQTDH,ILS0000000632QKNXB,80
ORY0000000144WQTDH,ILS0000000632QKNXB,3
ORY0000000222WQTDH,ILS0000000632QKNXB,62
ORY0000000248WQTDH,ILS0000000632QKNXB,84
ORY0000000274WQTDH,ILS0000000632QKNXB,93
ORY0000000300WQTDH,ILS0000000632QKNXB,5
ORY0000000326WQTDH,ILS0000000632QKNXB,1
PSZ0000000015XRUEI,ILS0000000632QKNXB,3
PSZ0000000041XRUEI,ILS0000000632QKNXB,58
PSZ0000000093XRUEI,ILS0000000632QKNXB,28
PSZ0000000223XRUEI,ILS0000000632QKNXB,85
PSZ0000000249XRUEI,ILS0000000632QKNXB,39
PSZ0000000301XRUEI,ILS0000000632QKNXB,58
QTA0000000042YSVFJ,ILS0000000632QKNXB,66
QTA0000000068YSVFJ,ILS0000000632QKNXB,15
QTA0000000094YSVFJ,ILS0000000632QKNXB,65
QTA0000000120YSVFJ,ILS0000000632QKNXB,20
QTA0000000172YSVFJ,ILS0000000632QKNXB,92
QTA0000000302YSVFJ,ILS0000000632QKNXB,50
RUB0000000043ZTWGK,ILS0000000632QKNXB,8
RUB0000000069ZTWGK,ILS0000000632QKNXB,96
RUB0000000095ZTWGK,ILS0000000632QKNXB,93
RUB0000000121ZTWGK,ILS0000000632QKNXB,72
RUB0000000173ZTWGK,ILS0000000632QKNXB,21
RUB0000000225ZTWGK,ILS0000000632QKNXB,26
SVC0000000018AUXHL,ILS0000000632QKNXB,1
SVC0000000044AUXHL,ILS0000000632QKNXB,83
SVC0000000148AUXHL,ILS0000000632QKNXB,6
SVC0000000278AUXHL,ILS0000000632QKNXB,61
SVC0000000304AUXHL,ILS0000000632QKNXB,96
SVC0000000330AUXHL,ILS0000000632QKNXB,86
TWD0000000045BVYIM,ILS0000000632QKNXB,74
TWD0000000123BVYIM,ILS0000000632QKNXB,5
TWD0000000149BVYIM,ILS0000000632QKNXB,16
TWD0000000175BVYIM,ILS0000000632QKNXB,83
TWD0000000201BVYIM,ILS0000000632QKNXB,12
TWD0000000253BVYIM,ILS0000000632QKNXB,65
UXE0000000046CWZJN,ILS0000000632QKNXB,26
UXE0000000072CWZJN,ILS0000000632QKNXB,0
UXE0000000254CWZJN,ILS0000000632QKNXB,36
UXE0000000306CWZJN,ILS0000000632QKNXB,1
UXE0000000332CWZJN,ILS0000000632QKNXB,40
VYF0000000021DXAKO,ILS0000000632QKNXB,37
VYF0000000099DXAKO,ILS0000000632QKNXB,55
VYF0000000177DXAKO,ILS0000000632QKNXB,38
VYF0000000281DXAKO,ILS0000000632QKNXB,12
VYF0000000307DXAKO,ILS0000000632QKNXB,4
VYF0000000333DXAKO,ILS0000000632QKNXB,96
WZG0000000048EYBLP,ILS0000000632QKNXB,29
WZG0000000074EYBLP,ILS0000000632QKNXB,76
WZG0000000308EYBLP,ILS0000000632QKNXB,4
WZG0000000334EYBLP,ILS0000000632QKNXB,85
XAH0000000075FZCMQ,ILS0000000632QKNXB,24
XAH0000000153FZCMQ,ILS0000000632QKNXB,12
XAH0000000205FZCMQ,ILS0000000632QKNXB,42
XAH0000000257FZCMQ,ILS0000000632QKNXB,57
XAH0000000283FZCMQ,ILS0000000632QKNXB,12
YBI0000000050GADNR,ILS0000000632QKNXB,0
YBI0000000154GADNR,ILS0000000632QKNXB,93
YBI0000000180GADNR,ILS0000000632QKNXB,35
YBI0000000232GADNR,ILS0000000632QKNXB,88
YBI0000000258GADNR,ILS0000000632QKNXB,82
ZCJ0000000051HBEOS,ILS0000000632QKNXB,0
ZCJ0000000181HBEOS,ILS0000000632QKNXB,15
ZCJ0000000233HBEOS,ILS0000000632QKNXB,76
CFM0000000080KEHRV,ILS0000000658QKNXB,84
DGN0000000159LFISW,ILS0000000658QKNXB,16
GJQ0000000006OILVZ,ILS0000000658QKNXB,13
GJQ0000000162OILVZ,ILS0000000658QKNXB,25
JMT0000000113RLOYC,ILS0000000658QKNXB,97
QTA0000000146YSVFJ,ILS0000000658QKNXB,21
RUB0000000147ZTWGK,ILS0000000658QKNXB,15
TWD0000000331BVYIM,ILS0000000658QKNXB,66
YBI0000000154GADNR,ILS0000000658QKNXB,77
ADK0000000234ICFPT,ILS0000000684QKNXB,35
FIP0000000083NHKUY,ILS0000000684QKNXB,89
NQX0000000091VPSCG,ILS0000000684QKNXB,8
UXE0000000280CWZJN,ILS0000000684QKNXB,17
XAH0000000179FZCMQ,ILS0000000684QKNXB,58
