id,day,hours
KNU0000000608SMPZD,Fr,5.0
KNU0000000634SMPZD,Mo,6.0
KNU0000000634SMPZD,Tu,6.0
KNU0000000634SMPZD,We,6.0
KNU0000000634SMPZD,Th,6.0
KNU0000000634SMPZD,Fr,6.0
KNU0000000660SMPZD,Mo,1.0
KNU0000000686SMPZD,Mo,5.5
KNU0000000686SMPZD,Tu,5.5
KNU0000000686SMPZD,We,5.5
KNU0000000686SMPZD,Th,5.5
KNU0000000686SMPZD,Fr,5.5
KNU0000000712SMPZD,Tu,2.0
KNU0000000738SMPZD,Tu,2.5
KNU0000000738SMPZD,We,2.5
KNU0000000738SMPZD,Th,2.5
KNU0000000738SMPZD,Fr,1.5
KNU0000000764SMPZD,Mo,2.0
KNU0000000790SMPZD,Mo,3.0
KNU0000000790SMPZD,We,3.0
KNU0000000842SMPZD,Mo,3.0
KNU0000000842SMPZD,Tu,3.0
KNU0000000842SMPZD,We,3.0
KNU0000000842SMPZD,Th,3.0
KNU0000000868SMPZD,We,2.0
KNU0000000894SMPZD,Mo,7.0
KNU0000000894SMPZD,Th,7.0
LOV0000000375TNQAE,Mo,8.0
LOV0000000375TNQAE,Tu,8.0
LOV0000000375TNQAE,We,8.0
LOV0000000375TNQAE,Th,8.0
LOV0000000375TNQAE,Fr,8.0
LOV0000000401TNQAE,Mo,8.0
LOV0000000401TNQAE,Tu,8.0
LOV0000000401TNQAE,We,8.0
LOV0000000401TNQAE,Th,8.0
LOV0000000401TNQAE,Fr,8.0
LOV0000000427TNQAE,Mo,5.0
LOV0000000427TNQAE,Tu,5.0
LOV0000000427TNQAE,We,5.0
LOV0000000427TNQAE,Th,5.0
LOV0000000427TNQAE,Fr,5.0
LOV0000000453TNQAE,Mo,7.0
LOV0000000453TNQAE,Tu,7.0
LOV0000000453TNQAE,We,7.0
LOV0000000453TNQAE,Th,7.0
LOV0000000453TNQAE,Fr,7.0
LOV0000000505TNQAE,Tu,6.0
LOV0000000531TNQAE,Tu,1.5
LOV0000000557TNQAE,Tu,3.5
LOV0000000557TNQAE,Th,2.0
LOV0000000583TNQAE,Mo,1.0
LOV0000000583TNQAE,Tu,1.0
LOV0000000583TNQAE,We,1.0
LOV0000000583TNQAE,Th,1.0
LOV0000000583TNQAE,Fr,1.0
LOV0000000609TNQAE,We,1.5
LOV0000000609TNQAE,Th,0.5
LOV0000000635TNQAE,Mo,7.0
LOV0000000635TNQAE,Tu,6.5
LOV0000000635TNQAE,We,7.0
LOV0000000635TNQAE,Th,6.5
LOV0000000635TNQAE,Fr,7.0
LOV0000000661TNQAE,Tu,6.0
LOV0000000661TNQAE,Th,6.5
LOV0000000687TNQAE,Mo,5.5
LOV0000000687TNQAE,Tu,5.5
LOV0000000687TNQAE,We,5.5
LOV0000000687TNQAE,Th,5.5
LOV0000000687TNQAE,Fr,5.5
LOV0000000713TNQAE,Mo,2.5
LOV0000000713TNQAE,Tu,2.5
LOV0000000713TNQAE,We,2.5
LOV0000000713TNQAE,Th,2.5
LOV0000000713TNQAE,Fr,2.5
LOV0000000739TNQAE,Tu,6.0
LOV0000000739TNQAE,Th,3.0
LOV0000000765TNQAE,Mo,3.5
LOV0000000765TNQAE,We,1.5
LOV0000000791TNQAE,We,3.0
LOV0000000817TNQAE,Mo,4.0
LOV0000000817TNQAE,Tu,8.0
LOV0000000817TNQAE,We,8.0
LOV0000000817TNQAE,Th,8.0
LOV0000000817TNQAE,Fr,4.0
LOV0000000843TNQAE,Mo,3.0
LOV0000000869TNQAE,Th,0.5
LOV0000000895TNQAE,Mo,2.5
LOV0000000895TNQAE,Tu,2.5
LOV0000000895TNQAE,We,2.5
LOV0000000895TNQAE,Th,2.5
LOV0000000895TNQAE,Fr,2.5
MPW0000000376UORBF,Mo,7.0
MPW0000000376UORBF,Tu,7.0
MPW0000000376UORBF,We,7.0
MPW0000000376UORBF,Th,7.0
MPW0000000376UORBF,Fr,7.0
MPW0000000402UORBF,Mo,8.0
MPW0000000402UORBF,Tu,8.0
MPW0000000402UORBF,We,8.0
MPW0000000402UORBF,Th,8.0
MPW0000000402UORBF,Fr,8.0
MPW0000000428UORBF,Mo,5.0
MPW0000000428UORBF,Tu,5.0
MPW0000000428UORBF,We,5.0
MPW0000000428UORBF,Th,5.0
MPW0000000428UORBF,Fr,5.0
MPW0000000454UORBF,Mo,8.0
MPW0000000454UORBF,Tu,8.0
MPW0000000454UORBF,We,8.0
MPW0000000454UORBF,Th,8.0
MPW0000000454UORBF,Fr,8.0
MPW0000000480UORBF,Fr,3.0
MPW0000000506UORBF,Mo,6.5
MPW0000000506UORBF,Tu,6.5
MPW0000000506UORBF,We,6.5
MPW0000000506UORBF,Th,6.5
MPW0000000506UORBF,Fr,4.5
MPW0000000532UORBF,Th,3.0
MPW0000000558UORBF,Mo,3.0
MPW0000000558UORBF,Th,2.5
MPW0000000584UORBF,Mo,5.0
MPW0000000584UORBF,Tu,5.0
MPW0000000584UORBF,We,5.0
MPW0000000584UORBF,Th,5.0
MPW0000000584UORBF,Fr,5.0
MPW0000000610UORBF,Tu,1.0
MPW0000000636UORBF,Mo,7.0
MPW0000000636UORBF,Tu,7.0
MPW0000000636UORBF,We,7.0
MPW0000000636UORBF,Th,7.0
MPW0000000636UORBF,Fr,7.0
MPW0000000662UORBF,We,0.5
MPW0000000688UORBF,Mo,1.0
MPW0000000688UORBF,Fr,1.0
MPW0000000714UORBF,Mo,3.5
MPW0000000714UORBF,Tu,3.5
MPW0000000714UORBF,We,3.5
MPW0000000714UORBF,Th,3.5
MPW0000000740UORBF,Tu,1.5
MPW0000000740UORBF,We,2.0
MPW0000000740UORBF,Th,1.5
MPW0000000766UORBF,Mo,6.5
MPW0000000766UORBF,Tu,6.0
MPW0000000766UORBF,We,6.0
MPW0000000766UORBF,Th,6.0
MPW0000000766UORBF,Fr,6.0
MPW0000000792UORBF,We,3.0
MPW0000000844UORBF,We,1.5
MPW0000000870UORBF,We,5.0
MPW0000000870UORBF,Th,1.5
MPW0000000896UORBF,Mo,2.5
MPW0000000896UORBF,Tu,2.5
MPW0000000896UORBF,We,2.5
NQX0000000377VPSCG,Mo,8.0
NQX0000000377VPSCG,Tu,8.0
NQX0000000377VPSCG,We,8.0
NQX0000000377VPSCG,Th,8.0
NQX0000000377VPSCG,Fr,8.0
NQX0000000403VPSCG,Mo,8.0
NQX0000000403VPSCG,Tu,8.0
NQX0000000403VPSCG,Fr,8.0
NQX0000000429VPSCG,Mo,2.0
NQX0000000429VPSCG,Th,2.0
NQX0000000429VPSCG,Fr,2.0
NQX0000000455VPSCG,Mo,8.0
NQX0000000455VPSCG,Tu,8.0
NQX0000000455VPSCG,We,8.0
NQX0000000455VPSCG,Th,8.0
NQX0000000455VPSCG,Fr,8.0
NQX0000000481VPSCG,Tu,2.5
NQX0000000481VPSCG,We,2.5
NQX0000000507VPSCG,Mo,6.5
NQX0000000507VPSCG,Tu,6.5
NQX0000000507VPSCG,We,6.5
NQX0000000507VPSCG,Th,6.5
NQX0000000507VPSCG,Fr,1.5
NQX0000000533VPSCG,Mo,4.0
NQX0000000559VPSCG,Mo,3.5
NQX0000000559VPSCG,We,0.5
NQX0000000559VPSCG,Fr,0.5
NQX0000000585VPSCG,Mo,5.0
NQX0000000585VPSCG,Tu,5.0
NQX0000000585VPSCG,We,5.0
NQX0000000585VPSCG,Th,5.0
NQX0000000585VPSCG,Fr,5.0
NQX0000000611VPSCG,Tu,1.0
NQX0000000637VPSCG,Mo,7.0
NQX0000000637VPSCG,Tu,7.0
NQX0000000637VPSCG,We,7.0
NQX0000000637VPSCG,Th,7.0
NQX0000000637VPSCG,Fr,7.0
NQX0000000663VPSCG,Mo,0.5
NQX0000000689VPSCG,Mo,4.5
NQX0000000689VPSCG,Fr,4.0
NQX0000000715VPSCG,Mo,7.0
NQX0000000741VPSCG,Mo,1.5
NQX0000000741VPSCG,Tu,3.0
NQX0000000741VPSCG,Th,1.5
NQX0000000767VPSCG,Mo,6.0
NQX0000000767VPSCG,Tu,6.0
NQX0000000767VPSCG,We,6.0
NQX0000000767VPSCG,Th,6.0
NQX0000000767VPSCG,Fr,6.0
NQX0000000793VPSCG,Tu,7.0
NQX0000000793VPSCG,Th,7.0
NQX0000000819VPSCG,Mo,8.0
NQX0000000819VPSCG,Tu,8.0
NQX0000000819VPSCG,We,8.0
NQX0000000819VPSCG,Th,8.0
NQX0000000819VPSCG,Fr,8.0
NQX0000000845VPSCG,We,0.5
NQX0000000845VPSCG,Th,0.5
NQX0000000871VPSCG,Th,4.0
NQX0000000897VPSCG,Mo,4.0
NQX0000000897VPSCG,Tu,8.0
NQX0000000897VPSCG,We,8.0
NQX0000000897VPSCG,Th,8.0
NQX0000000897VPSCG,Fr,4.0
ORY0000000378WQTDH,Mo,8.0
ORY0000000378WQTDH,Tu,8.0
ORY0000000378WQTDH,We,8.0
ORY0000000378WQTDH,Th,8.0
ORY0000000378WQTDH,Fr,8.0
ORY0000000404WQTDH,Mo,8.0
ORY0000000404WQTDH,Tu,8.0
ORY0000000404WQTDH,We,8.0
ORY0000000404WQTDH,Th,8.0
ORY0000000404WQTDH,Fr,8.0
ORY0000000430WQTDH,Mo,6.5
ORY0000000430WQTDH,Tu,6.5
ORY0000000430WQTDH,We,6.5
ORY0000000430WQTDH,Th,6.5
ORY0000000430WQTDH,Fr,6.5
ORY0000000456WQTDH,Mo,8.0
ORY0000000456WQTDH,Tu,8.0
ORY0000000456WQTDH,We,8.0
ORY0000000456WQTDH,Th,8.0
ORY0000000456WQTDH,Fr,8.0
ORY0000000482WQTDH,Mo,7.0
ORY0000000482WQTDH,Tu,7.0
ORY0000000482WQTDH,We,7.0
ORY0000000482WQTDH,Th,7.0
ORY0000000482WQTDH,Fr,7.0
ORY0000000508WQTDH,Mo,4.0
ORY0000000508WQTDH,Tu,4.0
ORY0000000508WQTDH,We,4.0
ORY0000000508WQTDH,Th,4.0
ORY0000000508WQTDH,Fr,4.0
ORY0000000534WQTDH,Tu,2.0
ORY0000000560WQTDH,Mo,1.5
ORY0000000560WQTDH,Tu,4.0
ORY0000000560WQTDH,We,1.0
ORY0000000560WQTDH,Th,5.5
ORY0000000586WQTDH,Mo,1.5
ORY0000000586WQTDH,Tu,1.5
ORY0000000586WQTDH,We,1.5
ORY0000000586WQTDH,Th,1.5
ORY0000000612WQTDH,Mo,1.0
ORY0000000612WQTDH,Tu,0.5
ORY0000000612WQTDH,We,0.5
ORY0000000612WQTDH,Th,0.5
ORY0000000638WQTDH,Mo,6.0
ORY0000000638WQTDH,Tu,6.0
ORY0000000638WQTDH,We,6.0
ORY0000000638WQTDH,Th,6.0
ORY0000000638WQTDH,Fr,6.0
ORY0000000664WQTDH,Mo,3.0
ORY0000000664WQTDH,Tu,3.0
ORY0000000664WQTDH,We,1.0
ORY0000000664WQTDH,Th,2.5
ORY0000000690WQTDH,Mo,4.5
ORY0000000690WQTDH,We,4.5
ORY0000000716WQTDH,We,1.5
ORY0000000742WQTDH,Tu,0.5
ORY0000000742WQTDH,We,0.5
ORY0000000742WQTDH,Th,2.0
ORY0000000794WQTDH,We,3.0
ORY0000000820WQTDH,Mo,8.0
ORY0000000820WQTDH,Tu,8.0
ORY0000000820WQTDH,We,8.0
ORY0000000820WQTDH,Th,8.0
ORY0000000820WQTDH,Fr,8.0
ORY0000000846WQTDH,We,1.5
ORY0000000846WQTDH,Th,0.5
ORY0000000846WQTDH,Fr,0.5
ORY0000000872WQTDH,Mo,3.5
ORY0000000872WQTDH,Tu,3.5
ORY0000000898WQTDH,Mo,4.0
ORY0000000898WQTDH,Tu,8.0
ORY0000000898WQTDH,We,8.0
ORY0000000898WQTDH,Th,8.0
ORY0000000898WQTDH,Fr,4.0
PSZ0000000379XRUEI,Mo,7.0
PSZ0000000405XRUEI,Mo,8.0
PSZ0000000405XRUEI,Tu,8.0
PSZ0000000405XRUEI,We,8.0
PSZ0000000405XRUEI,Th,8.0
PSZ0000000405XRUEI,Fr,8.0
PSZ0000000431XRUEI,Mo,3.0
PSZ0000000431XRUEI,Tu,3.0
PSZ0000000431XRUEI,We,3.0
PSZ0000000431XRUEI,Th,3.0
PSZ0000000431XRUEI,Fr,3.0
PSZ0000000457XRUEI,Mo,6.5
PSZ0000000457XRUEI,Tu,6.5
PSZ0000000457XRUEI,We,6.5
PSZ0000000457XRUEI,Th,6.5
PSZ0000000457XRUEI,Fr,6.5
PSZ0000000483XRUEI,Mo,2.5
PSZ0000000483XRUEI,Tu,2.5
PSZ0000000483XRUEI,We,1.0
PSZ0000000483XRUEI,Th,2.0
PSZ0000000509XRUEI,Mo,6.5
PSZ0000000509XRUEI,Tu,6.5
PSZ0000000509XRUEI,Th,6.5
PSZ0000000509XRUEI,Fr,6.5
PSZ0000000535XRUEI,Th,3.0
PSZ0000000561XRUEI,Mo,6.5
PSZ0000000561XRUEI,Tu,6.5
PSZ0000000561XRUEI,We,6.5
PSZ0000000561XRUEI,Th,6.5
PSZ0000000561XRUEI,Fr,6.5
PSZ0000000587XRUEI,Mo,5.0
PSZ0000000587XRUEI,Tu,5.0
PSZ0000000587XRUEI,We,5.0
PSZ0000000587XRUEI,Th,5.0
PSZ0000000587XRUEI,Fr,5.0
PSZ0000000613XRUEI,Tu,1.5
PSZ0000000613XRUEI,Th,2.5
PSZ0000000639XRUEI,Mo,6.0
PSZ0000000639XRUEI,Tu,6.0
PSZ0000000639XRUEI,We,6.0
PSZ0000000639XRUEI,Th,6.0
PSZ0000000639XRUEI,Fr,6.0
PSZ0000000665XRUEI,We,1.5
PSZ0000000665XRUEI,Th,5.5
PSZ0000000665XRUEI,Fr,0.5
PSZ0000000691XRUEI,Tu,0.5
PSZ0000000717XRUEI,Tu,1.5
PSZ0000000717XRUEI,We,1.0
PSZ0000000717XRUEI,Th,0.5
PSZ0000000743XRUEI,Mo,1.0
PSZ0000000743XRUEI,Tu,3.0
PSZ0000000743XRUEI,We,2.0
PSZ0000000743XRUEI,Th,2.0
PSZ0000000769XRUEI,Mo,4.0
PSZ0000000769XRUEI,Th,4.0
PSZ0000000795XRUEI,Th,7.0
PSZ0000000821XRUEI,Mo,8.0
PSZ0000000821XRUEI,Tu,8.0
PSZ0000000821XRUEI,We,8.0
PSZ0000000821XRUEI,Th,8.0
PSZ0000000821XRUEI,Fr,8.0
PSZ0000000847XRUEI,Mo,0.5
PSZ0000000873XRUEI,Mo,2.0
PSZ0000000873XRUEI,We,1.5
PSZ0000000899XRUEI,Mo,7.0
PSZ0000000899XRUEI,Th,7.0
QTA0000000406YSVFJ,Mo,8.0
QTA0000000406YSVFJ,Tu,8.0
QTA0000000406YSVFJ,We,8.0
QTA0000000406YSVFJ,Th,8.0
QTA0000000406YSVFJ,Fr,8.0
QTA0000000432YSVFJ,Tu,0.5
QTA0000000458YSVFJ,Mo,6.5
QTA0000000458YSVFJ,Tu,6.5
QTA0000000458YSVFJ,We,6.5
QTA0000000458YSVFJ,Th,6.5
QTA0000000458YSVFJ,Fr,6.5
QTA0000000484YSVFJ,Mo,1.5
QTA0000000484YSVFJ,Tu,1.5
QTA0000000484YSVFJ,We,3.5
QTA0000000484YSVFJ,Fr,3.0
QTA0000000510YSVFJ,Mo,2.0
QTA0000000510YSVFJ,We,3.0
QTA0000000536YSVFJ,Mo,6.0
QTA0000000536YSVFJ,Tu,6.0
QTA0000000536YSVFJ,We,6.0
QTA0000000536YSVFJ,Th,6.0
QTA0000000536YSVFJ,Fr,6.0
QTA0000000562YSVFJ,Mo,4.5
QTA0000000562YSVFJ,Tu,4.5
QTA0000000562YSVFJ,We,6.0
QTA0000000562YSVFJ,Fr,5.5
QTA0000000588YSVFJ,Mo,7.0
QTA0000000588YSVFJ,Tu,7.0
QTA0000000588YSVFJ,We,7.0
QTA0000000588YSVFJ,Th,7.0
QTA0000000588YSVFJ,Fr,7.0
QTA0000000614YSVFJ,Mo,3.5
QTA0000000614YSVFJ,Tu,3.0
QTA0000000614YSVFJ,We,2.0
QTA0000000614YSVFJ,Th,2.5
QTA0000000640YSVFJ,Mo,2.5
QTA0000000640YSVFJ,We,2.5
QTA0000000666YSVFJ,Mo,6.0
QTA0000000692YSVFJ,Mo,4.0
QTA0000000692YSVFJ,Tu,4.0
QTA0000000692YSVFJ,We,0.5
QTA0000000692YSVFJ,Th,4.0
QTA0000000718YSVFJ,Tu,7.0
QTA0000000718YSVFJ,We,1.0
QTA0000000718YSVFJ,Th,5.0
QTA0000000744YSVFJ,Mo,6.5
QTA0000000744YSVFJ,Tu,6.5
QTA0000000744YSVFJ,Th,6.5
QTA0000000744YSVFJ,Fr,6.5
QTA0000000770YSVFJ,Mo,6.0
QTA0000000770YSVFJ,Tu,6.0
QTA0000000770YSVFJ,We,6.0
QTA0000000770YSVFJ,Th,6.0
QTA0000000770YSVFJ,Fr,6.0
QTA0000000796YSVFJ,Tu,7.0
QTA0000000796YSVFJ,Th,7.0
QTA0000000822YSVFJ,Mo,8.0
QTA0000000822YSVFJ,Tu,8.0
QTA0000000822YSVFJ,We,8.0
QTA0000000822YSVFJ,Th,8.0
QTA0000000822YSVFJ,Fr,8.0
QTA0000000848YSVFJ,Tu,1.5
QTA0000000874YSVFJ,Mo,1.0
QTA0000000874YSVFJ,We,1.0
QTA0000000900YSVFJ,Mo,4.0
QTA0000000900YSVFJ,Tu,8.0
QTA0000000900YSVFJ,We,8.0
QTA0000000900YSVFJ,Th,8.0
QTA0000000900YSVFJ,Fr,4.0
RUB0000000381ZTWGK,Tu,3.0
RUB0000000381ZTWGK,We,3.0
RUB0000000381ZTWGK,Th,3.0
RUB0000000407ZTWGK,Mo,4.0
RUB0000000407ZTWGK,Tu,4.0
RUB0000000407ZTWGK,We,4.0
RUB0000000407ZTWGK,Th,4.0
RUB0000000407ZTWGK,Fr,4.0
RUB0000000433ZTWGK,Th,1.0
RUB0000000459ZTWGK,Mo,0.5
RUB0000000459ZTWGK,We,0.5
RUB0000000485ZTWGK,Th,0.5
RUB0000000511ZTWGK,Mo,8.0
RUB0000000511ZTWGK,Tu,8.0
RUB0000000511ZTWGK,We,8.0
RUB0000000511ZTWGK,Th,8.0
RUB0000000511ZTWGK,Fr,8.0
RUB0000000537ZTWGK,Mo,6.0
RUB0000000537ZTWGK,Tu,6.0
RUB0000000537ZTWGK,We,6.0
RUB0000000537ZTWGK,Th,6.0
RUB0000000537ZTWGK,Fr,6.0
RUB0000000563ZTWGK,Tu,1.0
RUB0000000563ZTWGK,Fr,3.5
RUB0000000589ZTWGK,Mo,8.0
RUB0000000589ZTWGK,Tu,8.0
RUB0000000589ZTWGK,We,8.0
RUB0000000589ZTWGK,Th,8.0
RUB0000000589ZTWGK,Fr,8.0
RUB0000000615ZTWGK,Tu,1.5
RUB0000000615ZTWGK,We,1.0
RUB0000000615ZTWGK,Th,1.0
RUB0000000641ZTWGK,Mo,2.0
RUB0000000667ZTWGK,Tu,6.0
RUB0000000667ZTWGK,Th,2.5
RUB0000000693ZTWGK,Mo,1.0
RUB0000000719ZTWGK,Tu,1.5
RUB0000000719ZTWGK,We,1.0
RUB0000000719ZTWGK,Th,3.0
RUB0000000745ZTWGK,Tu,3.5
RUB0000000745ZTWGK,We,3.5
RUB0000000745ZTWGK,Th,3.5
RUB0000000771ZTWGK,Mo,3.5
RUB0000000771ZTWGK,Tu,3.0
RUB0000000797ZTWGK,Mo,4.0
RUB0000000797ZTWGK,Tu,8.0
RUB0000000797ZTWGK,We,8.0
RUB0000000797ZTWGK,Th,8.0
RUB0000000797ZTWGK,Fr,4.0
RUB0000000823ZTWGK,Mo,8.0
RUB0000000823ZTWGK,Tu,8.0
RUB0000000823ZTWGK,We,8.0
RUB0000000823ZTWGK,Th,8.0
RUB0000000823ZTWGK,Fr,8.0
RUB0000000849ZTWGK,We,0.5
RUB0000000875ZTWGK,Mo,1.5
SVC0000000408AUXHL,Mo,6.0
SVC0000000408AUXHL,Tu,6.0
SVC0000000408AUXHL,We,6.0
SVC0000000408AUXHL,Th,6.0
SVC0000000408AUXHL,Fr,6.0
SVC0000000434AUXHL,We,1.0
SVC0000000460AUXHL,Mo,8.0
SVC0000000460AUXHL,Tu,8.0
SVC0000000460AUXHL,We,8.0
SVC0000000460AUXHL,Th,8.0
SVC0000000460AUXHL,Fr,8.0
SVC0000000486AUXHL,Th,3.0
SVC0000000512AUXHL,Mo,6.5
SVC0000000512AUXHL,Tu,6.5
SVC0000000512AUXHL,Th,6.5
SVC0000000512AUXHL,Fr,6.5
SVC0000000538AUXHL,Mo,2.0
SVC0000000538AUXHL,Tu,3.0
SVC0000000538AUXHL,We,3.0
SVC0000000538AUXHL,Th,3.0
SVC0000000538AUXHL,Fr,3.0
SVC0000000564AUXHL,Mo,3.0
SVC0000000564AUXHL,We,3.0
SVC0000000590AUXHL,Tu,3.0
SVC0000000590AUXHL,We,1.0
SVC0000000590AUXHL,Th,3.0
SVC0000000590AUXHL,Fr,1.0
SVC0000000616AUXHL,We,1.5
SVC0000000616AUXHL,Th,0.5
SVC0000000642AUXHL,Mo,0.5
SVC0000000642AUXHL,Tu,1.5
SVC0000000642AUXHL,We,1.5
SVC0000000642AUXHL,Th,1.5
SVC0000000642AUXHL,Fr,0.5
SVC0000000668AUXHL,We,6.0
SVC0000000694AUXHL,Mo,3.5
SVC0000000694AUXHL,Tu,3.0
SVC0000000694AUXHL,Th,3.0
SVC0000000720AUXHL,Fr,0.5
SVC0000000746AUXHL,Mo,3.5
SVC0000000746AUXHL,Fr,3.5
SVC0000000772AUXHL,Mo,2.0
SVC0000000798AUXHL,Mo,4.0
SVC0000000798AUXHL,Tu,8.0
SVC0000000798AUXHL,We,8.0
SVC0000000798AUXHL,Th,8.0
SVC0000000798AUXHL,Fr,4.0
SVC0000000824AUXHL,Mo,8.0
SVC0000000824AUXHL,Tu,8.0
SVC0000000824AUXHL,We,8.0
SVC0000000824AUXHL,Th,8.0
SVC0000000824AUXHL,Fr,8.0
SVC0000000850AUXHL,Mo,4.0
SVC0000000850AUXHL,Tu,8.0
SVC0000000850AUXHL,We,8.0
SVC0000000850AUXHL,Th,8.0
SVC0000000850AUXHL,Fr,4.0
SVC0000000876AUXHL,Mo,3.5
SVC0000000876AUXHL,Tu,3.5
SVC0000000876AUXHL,We,3.5
SVC0000000876AUXHL,Th,3.5
SVC0000000876AUXHL,Fr,3.5
SVC0000000902AUXHL,We,2.0
SVC0000000902AUXHL,Fr,1.0
TWD0000000357BVYIM,Mo,8.0
TWD0000000357BVYIM,Tu,8.0
TWD0000000357BVYIM,We,8.0
TWD0000000357BVYIM,Th,8.0
TWD0000000357BVYIM,Fr,8.0
TWD0000000383BVYIM,Tu,3.5
TWD0000000383BVYIM,We,3.5
TWD0000000435BVYIM,Tu,3.5
TWD0000000435BVYIM,Th,3.5
TWD0000000461BVYIM,Mo,8.0
TWD0000000461BVYIM,Tu,8.0
TWD0000000461BVYIM,We,8.0
TWD0000000461BVYIM,Th,8.0
TWD0000000461BVYIM,Fr,8.0
TWD0000000487BVYIM,Mo,0.5
TWD0000000487BVYIM,We,1.0
TWD0000000513BVYIM,Mo,6.5
TWD0000000513BVYIM,Tu,6.5
TWD0000000513BVYIM,Th,6.5
TWD0000000513BVYIM,Fr,6.5
TWD0000000539BVYIM,Fr,4.0
TWD0000000565BVYIM,Mo,7.0
TWD0000000565BVYIM,Tu,7.0
TWD0000000565BVYIM,We,7.0
TWD0000000565BVYIM,Th,7.0
TWD0000000565BVYIM,Fr,7.0
TWD0000000591BVYIM,Mo,8.0
TWD0000000591BVYIM,Tu,8.0
TWD0000000591BVYIM,We,8.0
TWD0000000591BVYIM,Th,8.0
TWD0000000591BVYIM,Fr,8.0
TWD0000000617BVYIM,Tu,3.0
TWD0000000643BVYIM,Tu,2.0
TWD0000000643BVYIM,We,2.0
TWD0000000643BVYIM,Th,2.0
TWD0000000669BVYIM,Mo,6.0
TWD0000000669BVYIM,Tu,6.0
TWD0000000669BVYIM,We,6.0
TWD0000000669BVYIM,Th,6.0
TWD0000000669BVYIM,Fr,6.0
TWD0000000695BVYIM,Tu,5.5
TWD0000000695BVYIM,We,5.5
TWD0000000695BVYIM,Th,5.5
TWD0000000695BVYIM,Fr,4.5
TWD0000000721BVYIM,Mo,1.5
TWD0000000721BVYIM,Tu,0.5
TWD0000000721BVYIM,We,1.0
TWD0000000747BVYIM,Mo,1.0
TWD0000000747BVYIM,We,4.0
TWD0000000773BVYIM,We,1.5
TWD0000000799BVYIM,Mo,4.0
TWD0000000799BVYIM,Tu,8.0
TWD0000000799BVYIM,We,8.0
TWD0000000799BVYIM,Th,8.0
TWD0000000799BVYIM,Fr,4.0
TWD0000000825BVYIM,Mo,8.0
TWD0000000825BVYIM,Tu,8.0
TWD0000000825BVYIM,We,8.0
TWD0000000825BVYIM,Th,8.0
TWD0000000825BVYIM,Fr,8.0
TWD0000000851BVYIM,Mo,8.0
TWD0000000851BVYIM,Tu,8.0
TWD0000000851BVYIM,We,8.0
TWD0000000851BVYIM,Th,8.0
TWD0000000851BVYIM,Fr,8.0
TWD0000000877BVYIM,Mo,7.0
TWD0000000877BVYIM,Th,7.0
UXE0000000384CWZJN,Mo,8.0
UXE0000000384CWZJN,Tu,8.0
UXE0000000384CWZJN,We,8.0
UXE0000000384CWZJN,Th,8.0
UXE0000000384CWZJN,Fr,8.0
UXE0000000410CWZJN,Mo,7.0
UXE0000000410CWZJN,Tu,7.0
UXE0000000410CWZJN,We,7.0
UXE0000000410CWZJN,Th,4.0
UXE0000000410CWZJN,Fr,4.0
UXE0000000436CWZJN,Mo,3.0
UXE0000000436CWZJN,Tu,3.0
UXE0000000436CWZJN,We,3.0
UXE0000000436CWZJN,Th,3.0
UXE0000000436CWZJN,Fr,3.0
UXE0000000462CWZJN,Mo,8.0
UXE0000000462CWZJN,Tu,8.0
UXE0000000462CWZJN,Th,8.0
UXE0000000462CWZJN,Fr,4.0
UXE0000000488CWZJN,Mo,1.0
UXE0000000514CWZJN,We,0.5
UXE0000000514CWZJN,Th,1.0
UXE0000000514CWZJN,Fr,0.5
UXE0000000540CWZJN,Mo,5.0
UXE0000000540CWZJN,Tu,5.0
UXE0000000540CWZJN,We,5.0
UXE0000000540CWZJN,Th,5.0
UXE0000000540CWZJN,Fr,5.0
UXE0000000566CWZJN,Mo,7.0
UXE0000000566CWZJN,Tu,7.0
UXE0000000566CWZJN,We,7.0
UXE0000000566CWZJN,Th,7.0
UXE0000000566CWZJN,Fr,7.0
UXE0000000592CWZJN,Mo,6.0
UXE0000000592CWZJN,Tu,6.0
UXE0000000592CWZJN,We,6.0
UXE0000000592CWZJN,Th,6.0
UXE0000000592CWZJN,Fr,6.0
UXE0000000618CWZJN,Tu,3.0
UXE0000000644CWZJN,Mo,7.0
UXE0000000644CWZJN,Th,7.0
UXE0000000670CWZJN,Mo,3.0
UXE0000000670CWZJN,Tu,3.0
UXE0000000670CWZJN,We,3.0
UXE0000000670CWZJN,Th,3.0
UXE0000000670CWZJN,Fr,3.0
UXE0000000696CWZJN,Mo,0.5
UXE0000000696CWZJN,Tu,0.5
UXE0000000696CWZJN,We,1.0
UXE0000000722CWZJN,Tu,0.5
UXE0000000722CWZJN,We,1.0
UXE0000000748CWZJN,Mo,3.0
UXE0000000748CWZJN,Tu,3.0
UXE0000000748CWZJN,We,3.0
UXE0000000748CWZJN,Th,3.0
UXE0000000774CWZJN,Tu,1.0
UXE0000000800CWZJN,Mo,4.0
UXE0000000800CWZJN,Tu,8.0
UXE0000000800CWZJN,We,8.0
UXE0000000800CWZJN,Th,8.0
UXE0000000800CWZJN,Fr,4.0
UXE0000000826CWZJN,Tu,0.5
UXE0000000826CWZJN,Th,1.0
UXE0000000852CWZJN,Mo,4.0
UXE0000000852CWZJN,Tu,8.0
